# Runtime fixtures with a `__DATA__.last` expectation that cannot yet run in
# the generated unit-test lane (#1855). Each row needs a current, actionable
# reason. The generator rejects duplicates, malformed rows, and entries that
# stop being runtime candidates, so a migrated/deleted fixture must remove its
# debt row in the same change.
fixtures/effect_closure_param_inert_transitive.vibe	compile debt: suspend lowering cannot see through the local predicate call
fixtures/effect_for_await_suspend.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_handle_nested.vibe	compile debt: nested handle hides the covered perform from evidence lowering
fixtures/effect_higher_order_basic.vibe	compile debt: handle body calls an indirect local closure
fixtures/effect_higher_order_compose.vibe	compile debt: closure-value evidence migration is not eligible
fixtures/effect_higher_order_swap.vibe	compile debt: handle body calls an indirect local closure
fixtures/effect_higher_order_test_double.vibe	compile debt: handle body calls an indirect local closure
fixtures/effect_iife_needing_call.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_koka_higher_order_handler.vibe	compile debt: handle body calls an indirect local closure
fixtures/effect_needing_call_in_row_slot.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_needing_call_in_row_slot_capture.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_needing_value_annotated.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_needing_value_escape_wrapped.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_resume_call_bubbling.vibe	compile debt: resume target sumup is unresolved
fixtures/effect_resume_rowvar_wrapper_normalized.vibe	compile debt: open effect row is not admitted by the generated entry contract
fixtures/effect_row_poly.vibe	compile debt: indirect row-polymorphic call hides the covered perform
fixtures/effect_seq_head_block_suspend.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_seq_head_if_suspend.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_seq_head_match_suspend.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_seq_head_reserved_name_collision.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/effect_tail_selection_input_suspend.vibe	compile debt: one closure raw-performs multiple suspend-class effects
fixtures/effect_trivial_wrapper_needing_call.vibe	compile debt: generated block placement leaves a local fn in an invalid position
fixtures/err_import_collides_with_local_let.vibe	generator debt: hoisting the import ahead of the top-level let changes the name-collision contract into block shadowing
fixtures/generic_explicit_type_arg.vibe	compile debt: explicit type argument Int is rejected in this spelling
fixtures/runtime/effect_sh.vibe	runtime debt: generated expected-value assertion traps
